Amostra,Codigo_Digital,Tensao_ADC_V,Tensao_Real_V
597,0x6119,-2.4766,-48.2062
598,0xE63D,8.1731,159.0887
599,0xDA24,7.2038,140.2222
600,0x57F3,-3.2109,-62.4995
601,0x0BC0,-9.3049,-181.1207
602,0x611C,-2.4757,-48.1894
603,0xE657,8.1811,159.2453
604,0xDA1E,7.2019,140.1841
605,0x580C,-3.2031,-62.3490
606,0x0BC2,-9.3044,-181.1101
607,0x6140,-2.4645,-47.9720
608,0xE644,8.1751,159.1281
609,0xDA31,7.2077,140.2981
610,0x57EC,-3.2132,-62.5452
611,0x0BAC,-9.3113,-181.2455
612,0x6147,-2.4624,-47.9310
613,0xE64D,8.1778,159.1814
614,0xDA14,7.1986,140.1202
615,0x57CF,-3.2224,-62.7231
616,0x0BB9,-9.3074,-181.1679
617,0x6166,-2.4528,-47.7440
618,0xE674,8.1899,159.4170
619,0xDA09,7.1950,140.0517
620,0x57CB,-3.2237,-62.7490
621,0x0BB5,-9.3087,-181.1938
622,0x6160,-2.4548,-47.7820
623,0xE664,8.1848,159.3181
624,0xD9F2,7.1878,139.9103
625,0x57C8,-3.2247,-62.7687
626,0x0BAF,-9.3106,-181.2318
627,0x618F,-2.4402,-47.4977
628,0xE663,8.1845,159.3105
629,0xDA06,7.1940,140.0304
630,0x57B7,-3.2301,-62.8737
631,0x0BB2,-9.3098,-181.2151
632,0x618D,-2.4409,-47.5114
633,0xE665,8.1850,159.3211
634,0xDA0E,7.1964,140.0775
635,0x57B1,-3.2320,-62.9117
636,0x0BA9,-9.3127,-181.2714
637,0x6187,-2.4428,-47.5494
638,0xE688,8.1959,159.5325
639,0xD9EA,7.1850,139.8570
640,0x5796,-3.2406,-63.0775
641,0x0BA7,-9.3134,-181.2850
642,0x619A,-2.4370,-47.4354
643,0xE677,8.1905,159.4276
644,0xD9E3,7.1828,139.8129
645,0x57AC,-3.2338,-62.9451
646,0x0BB4,-9.3094,-181.2075
647,0x61A7,-2.4330,-47.3578
648,0xE6A3,8.2041,159.6936
649,0xD9E6,7.1836,139.8296
650,0x57AF,-3.2329,-62.9285
651,0x0BB5,-9.3092,-181.2030
652,0x61CC,-2.4215,-47.1344
653,0xE6AF,8.2078,159.7649
654,0xD9E3,7.1826,139.8096
655,0x5795,-3.2411,-63.0883
656,0x0BB3,-9.3099,-181.2168
657,0x61D9,-2.4175,-47.0570
658,0xE6A4,8.2043,159.6964
659,0xD9B7,7.1688,139.5404
660,0x577B,-3.2493,-63.2480
661,0x0BB1,-9.3106,-181.2305
662,0x61D9,-2.4176,-47.0585
663,0xE6D0,8.2179,159.9624
664,0xD999,7.1593,139.3564
665,0x5755,-3.2613,-63.4806
666,0x0BBA,-9.3078,-181.1773
667,0x61E7,-2.4133,-46.9749
668,0xE6B8,8.2104,159.8149
669,0xD9A3,7.1624,139.4157
670,0x5758,-3.2604,-63.4639
671,0x0BAE,-9.3117,-181.2518
672,0x6205,-2.4040,-46.7940
673,0xE6C2,8.2134,159.8742
674,0xD9BA,7.1695,139.5540
675,0x576C,-3.2542,-63.3439
676,0x0BB4,-9.3099,-181.2169
677,0x621E,-2.3963,-46.6435
678,0xE6ED,8.2268,160.1341
679,0xD9AB,7.1647,139.4611
680,0x5750,-3.2631,-63.5158
681,0x0BB6,-9.3093,-181.2064
682,0x6233,-2.3898,-46.5175
683,0xE6DB,8.2211,160.0229
684,0xD9A3,7.1621,139.4108
685,0x573C,-3.2694,-63.6391
686,0x0BB3,-9.3104,-181.2263
687,0x621C,-2.3971,-46.6590
688,0xE6DD,8.2216,160.0335
689,0xD984,7.1524,139.2207
690,0x5739,-3.2704,-63.6589
691,0x0BB4,-9.3101,-181.2217
692,0x6235,-2.3893,-46.5085
693,0xE704,8.2337,160.2691
694,0xD98A,7.1541,139.2556
695,0x5742,-3.2677,-63.6058
696,0x0BAD,-9.3124,-181.2659
697,0x6251,-2.3807,-46.3398
698,0xE6EB,8.2258,160.1154
699,0xD98D,7.1550,139.2722
700,0x572F,-3.2737,-63.7230
701,0x0BA8,-9.3140,-181.2979
702,0x6258,-2.3786,-46.2988
703,0xE6F7,8.2295,160.1868
704,0xD985,7.1524,139.2219
705,0x5716,-3.2816,-63.8766
706,0x0BAE,-9.3123,-181.2630
