Amostra,Codigo_Digital,Tensao_ADC_V,Tensao_Real_V
11322,0x800B,0.0034,0.1722
11323,0x800C,0.0037,0.1878
11324,0x800C,0.0037,0.1878
11325,0x800C,0.0037,0.1878
11326,0x800C,0.0037,0.1878
11327,0x800B,0.0034,0.1722
11328,0x800C,0.0037,0.1878
11329,0x800B,0.0034,0.1722
11330,0x800B,0.0034,0.1722
11331,0x800C,0.0037,0.1878
11332,0x800D,0.0041,0.2035
11333,0x800B,0.0034,0.1722
11334,0x800B,0.0034,0.1722
11335,0x800B,0.0034,0.1722
11336,0x800C,0.0037,0.1878
11337,0x800C,0.0037,0.1878
11338,0x800B,0.0034,0.1722
11339,0x800B,0.0034,0.1722
11340,0x800D,0.0041,0.2035
11341,0x800B,0.0034,0.1722
11342,0x800C,0.0037,0.1878
11343,0x800D,0.0041,0.2035
11344,0x800C,0.0037,0.1878
11345,0x800C,0.0037,0.1878
11346,0x800C,0.0037,0.1878
11347,0x800B,0.0034,0.1722
11348,0x800B,0.0034,0.1722
11349,0x800C,0.0037,0.1878
11350,0x800C,0.0037,0.1878
11351,0x800B,0.0034,0.1722
11352,0x800B,0.0034,0.1722
11353,0x800B,0.0034,0.1722
11354,0x800C,0.0037,0.1878
11355,0x800B,0.0034,0.1722
11356,0x800C,0.0037,0.1878
11357,0x800C,0.0037,0.1878
11358,0x800B,0.0034,0.1722
11359,0x800D,0.0041,0.2035
11360,0x800C,0.0037,0.1878
11361,0x800C,0.0037,0.1878
11362,0x800C,0.0037,0.1878
11363,0x800B,0.0034,0.1722
11364,0x800C,0.0037,0.1878
11365,0x800D,0.0041,0.2035
11366,0x800C,0.0037,0.1878
11367,0x800B,0.0034,0.1722
11368,0x800B,0.0034,0.1722
11369,0x800C,0.0037,0.1878
11370,0x800C,0.0037,0.1878
11371,0x800C,0.0037,0.1878
11372,0x800C,0.0037,0.1878
11373,0x800C,0.0037,0.1878
11374,0x800B,0.0034,0.1722
11375,0x800C,0.0037,0.1878
11376,0x800D,0.0041,0.2035
11377,0x800C,0.0037,0.1878
11378,0x800C,0.0037,0.1878
11379,0x800C,0.0037,0.1878
11380,0x800C,0.0037,0.1878
11381,0x800C,0.0037,0.1878
11382,0x800C,0.0037,0.1878
11383,0x800C,0.0037,0.1878
11384,0x800C,0.0037,0.1878
11385,0x800C,0.0037,0.1878
11386,0x800C,0.0037,0.1878
11387,0x800C,0.0037,0.1878
11388,0x800C,0.0037,0.1878
11389,0x800C,0.0037,0.1878
11390,0x800C,0.0037,0.1878
11391,0x800D,0.0041,0.2035
11392,0x800C,0.0037,0.1878
11393,0x800D,0.0041,0.2035
11394,0x800C,0.0037,0.1878
11395,0x800B,0.0034,0.1722
11396,0x800C,0.0037,0.1878
11397,0x800C,0.0037,0.1878
11398,0x800C,0.0037,0.1878
11399,0x800B,0.0034,0.1722
11400,0x800B,0.0034,0.1722
11401,0x800C,0.0037,0.1878
11402,0x800B,0.0034,0.1722
11403,0x800B,0.0034,0.1722
11404,0x800C,0.0037,0.1878
11405,0x800C,0.0037,0.1878
11406,0x800B,0.0034,0.1722
11407,0x800B,0.0034,0.1722
11408,0x800C,0.0037,0.1878
11409,0x800C,0.0037,0.1878
11410,0x800C,0.0037,0.1878
11411,0x800C,0.0037,0.1878
11412,0x800C,0.0037,0.1878
